43550000,2,1,8,монолитный,2016,81,6,43.2055005,76.9016396,2
31000000,3,3,5,кирпичный,1980,78,6,43.2055005,76.9016396,2
29000000,2,5,10,монолитный,2016,67,12,43.2451673,76.8558307,2
14500000,1,6,12,монолитный,2013,43.5,1,43.2285932,76.9505167,3
17500000,1,5,5,кирпичный,1992,35,7,43.2179633,76.8706548,5
12000000,2,4,4,панельный,1967,43,15,43.23156760000001,76.8648893,3
11000000,2,1,4,панельный,1965,45,31,43.2319306,76.8475912,3
13500000,3,4,4,панельный,1969,71,14,43.2362025,76.9018748,3
14500000,2,5,5,панельный,1975,44,6,43.2055005,76.9016396,2
10300000,1,5,5,кирпичный,1986,33,33,43.2222484,76.8230395,2
31000000,4,8,9,панельный,1993,95.3,15,43.2271452,76.867772,3
12000000,2,4,4,панельный,1966,43,7,43.2101992,76.8715631,3
10350000,1,5,5,кирпичный,1980,34,8,43.224801,76.8922054,3
23450000,3,1,5,панельный,1991,70,7,43.2101992,76.8715631,2
10350000,1,5,5,кирпичный,1980,34,31,43.2319306,76.8475912,3
11500000,2,3,4,панельный,1968,45,13,43.2515682,76.8696775,3
15200000,2,1,5,панельный,1985,53,2,43.2649591,76.9465369,3
38000000,3,4,5,кирпичный,1991,72,0,43.2229312,76.9537756,5
90000000,3,4,7,монолитный,2008,134,15,43.2247733,76.8627271,5
12850000,2,3,4,панельный,1964,44,8,43.224801,76.8922054,3
23450000,3,1,5,панельный,1991,70,7,43.2101992,76.8715631,2
18592500,2,4,5,панельный,1991,60,24,43.3227791,76.91899819999999,3
